timestamp,start_time_ns,end_time_ns,duration_ns,duration_ms,service_name,trace_id,span_id,parent_span_id,span_name,span_kind,http_method,http_status_code,http_target,http_url,anomaly_type,anomaly_label,anomaly_root_cause,anomaly_msg,span_status,span_status_message,net_peer_name,net_peer_port,datacenter
2026-01-12T08:59:48.452000,1768226388452000000,1768226388464020709,12020709,12.020709,cart,2946f2c30115245823729a16a5af5eaa,4cfa063c045c7490,,GET /add/:id/:sku/:qty,2,GET,200,/add/1912/UHJ/1,http://cart:8080/add/1912/UHJ/1,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,37900,
2026-01-12T08:59:48.797000,1768226388797000000,1768226388809800581,12800581,12.800581,cart,d7d580b53ccc8b1e7752ff385896fa26,e917ce2e64645a47,,GET /add/:id/:sku/:qty,2,GET,404,/add/1912/Ewooid/1,http://cart:8080/add/1912/Ewooid/1,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,37912,
2026-01-12T08:59:49.144000,1768226389144000000,1768226389146673217,2673217,2.673217,cart,5890ca60a169f8d92c17dfab6c0277c2,fd8b5ff49554d9d6,,GET /cart/:id,2,GET,200,/cart/1912,http://cart:8080/cart/1912,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,37928,
2026-01-12T08:59:49.481000,1768226389481000000,1768226389484491432,3491432,3.491432,cart,813243419f405f46b9565d4eb1eacb2f,9cf01279bd0116be,,GET /cart/:id,2,GET,200,/cart/1912,http://cart:8080/cart/1912,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,37930,
2026-01-12T08:59:49.819000,1768226389819000000,1768226389822034543,3034543,3.034543,cart,be2ac9b86dde6e9b701cc147c0323bbb,fc707d7b9e513275,,DELETE /cart/:id,2,DELETE,200,/cart/1912,http://cart:8080/cart/1912,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,37942,
2026-01-12T08:59:54.958000,1768226394958000000,1768226394972928211,14928211,14.928211,cart,6bd5f33686242fbc9cef16e2af5dad6b,c376964333ee30bf,,GET /add/:id/:sku/:qty,2,GET,200,/add/6818/RED/1,http://cart:8080/add/6818/RED/1,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,57434,
2026-01-12T08:59:55.307000,1768226395307000000,1768226395322514024,15514024,15.514024,cart,70d7be65652956b0a9097579e1f4365b,0fb318524de040f3,,GET /add/:id/:sku/:qty,2,GET,200,/add/6818/RMC/1,http://cart:8080/add/6818/RMC/1,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,57446,
2026-01-12T08:59:55.657000,1768226395657000000,1768226395676163937,19163937,19.163937,cart,3bd071b889bb60f3e62af0a837caacb0,2c7ee8e2cbc66e15,,GET /add/:id/:sku/:qty,2,GET,200,/add/6818/RED/1,http://cart:8080/add/6818/RED/1,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,57460,
2026-01-12T08:59:56.009000,1768226396009000000,1768226396011940464,2940464,2.940464,cart,c0e0d250f39f43948efcbb7bb6a70f97,11c521a3f9347fd4,,GET /cart/:id,2,GET,200,/cart/6818,http://cart:8080/cart/6818,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,57474,
2026-01-12T08:59:56.346000,1768226396346000000,1768226396348899817,2899817,2.899817,cart,1beb344fdb4a07786da2255a26473b21,82f0f73cf03b0f30,,GET /cart/:id,2,GET,200,/cart/6818,http://cart:8080/cart/6818,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,57480,
2026-01-12T08:59:56.683000,1768226396683000000,1768226396686689559,3689559,3.689559,cart,048ff24342227675c4e01304d18108ae,595b3e117c656891,,DELETE /cart/:id,2,DELETE,200,/cart/6818,http://cart:8080/cart/6818,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,57482,
2026-01-12T08:59:59.705000,1768226399705000000,1768226399715981075,10981075,10.981075,cart,b6deb86a5f475555f55a9c396191c597,c0e2f8144332cfa4,,GET /add/:id/:sku/:qty,2,GET,404,/add/3551/INVALID-1768226399621/1,http://cart:8080/add/3551/INVALID-1768226399621/1,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,57498,
2026-01-12T08:59:59.268000,1768226399268000000,1768226399271689021,3689021,3.689021,catalogue,7b451de28c360d19544c134617968f9f,f189e98a7be0cacc,,GET /product/:sku,2,GET,404,/product/INVALID-1768226399184,http://catalogue:8080/product/INVALID-1768226399184,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,54364,
2026-01-12T09:00:00.149000,1768226400149000000,1768226400152091702,3091702,3.091702,cart,0ef3ee19e4515cc2d401747d2b631c36,89e6ebf98ba4a932,,GET /cart/:id,2,GET,404,/cart/3551,http://cart:8080/cart/3551,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,57508,
2026-01-12T09:00:02.819000,1768226402819000000,1768226402831257851,12257851,12.257851,cart,a443fd964164e5e0c0df924bdbccf4b4,7a2e13a6157a187f,,GET /add/:id/:sku/:qty,2,GET,404,/add/1558/CNA/1,http://cart:8080/add/1558/CNA/1,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,48158,
2026-01-12T09:00:03.165000,1768226403165000000,1768226403180379549,15379549,15.379549,cart,78a1c519fe17c1021b9e253aea4c381f,7cc7230c07b78d16,,GET /add/:id/:sku/:qty,2,GET,200,/add/1558/SHCE/1,http://cart:8080/add/1558/SHCE/1,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,48164,
2026-01-12T09:00:03.514000,1768226403514000000,1768226403527804719,13804719,13.804719,cart,d61802e948db20d95f92a582e94703fc,50d79f8bf24a1b6d,,GET /add/:id/:sku/:qty,2,GET,200,/add/1558/EPE/1,http://cart:8080/add/1558/EPE/1,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,48170,
2026-01-12T09:00:03.863000,1768226403863000000,1768226403866456044,3456044,3.456044,cart,f152cddc21ecb189fc6a5a37e38f967c,efccd029f0bfdc92,,GET /cart/:id,2,GET,200,/cart/1558,http://cart:8080/cart/1558,cascading_failure,anomalous,service_dependency_timeout,cascading timeout across services,0,,,48180,
